subject,label,S1_D1_w1,S1_D1_w2,S1_D1_w3,S1_D2_w1,S1_D2_w2,S1_D2_w3,S2_D1_w1,S2_D1_w2,S2_D1_w3,S2_D3_w1,S2_D3_w2,S2_D3_w3,S3_D1_w1,S3_D1_w2,S3_D1_w3,S3_D2_w1,S3_D2_w2,S3_D2_w3,S3_D3_w1,S3_D3_w2,S3_D3_w3,S3_D4_w1,S3_D4_w2,S3_D4_w3,S4_D2_w1,S4_D2_w2,S4_D2_w3,S4_D4_w1,S4_D4_w2,S4_D4_w3,S5_D3_w1,S5_D3_w2,S5_D3_w3,S5_D4_w1,S5_D4_w2,S5_D4_w3,S6_D5_w1,S6_D5_w2,S6_D5_w3,S6_D6_w1,S6_D6_w2,S6_D6_w3,S7_D5_w1,S7_D5_w2,S7_D5_w3,S7_D7_w1,S7_D7_w2,S7_D7_w3,S8_D5_w1,S8_D5_w2,S8_D5_w3,S8_D6_w1,S8_D6_w2,S8_D6_w3,S8_D7_w1,S8_D7_w2,S8_D7_w3,S8_D8_w1,S8_D8_w2,S8_D8_w3,S9_D6_w1,S9_D6_w2,S9_D6_w3,S9_D8_w1,S9_D8_w2,S9_D8_w3,S10_D7_w1,S10_D7_w2,S10_D7_w3,S10_D8_w1,S10_D8_w2,S10_D8_w3
sub-124,4,-1.1217726888393282e-07,-1.2933056440066312e-07,-7.354580692080519e-08,1.0780885066311214e-08,8.865435365540255e-09,-2.1029579211749155e-07,3.879101527612846e-08,-2.0376898478786243e-07,-2.1029579211749155e-07,-3.126564406530154e-07,-2.1029579211749155e-07,-2.0376898478786243e-07,-2.1029579211749155e-07,-2.1921573614093952e-07,-1.45770674264343e-07,-1.469915830208018e-07,-1.659993186380748e-07,-1.451510418859854e-07,-1.5071328402859713e-07,-7.354580692080519e-08,-1.3536718776126767e-07,-7.072254379535659e-08,-7.052879196717863e-08,-1.2776153030527932e-07,-3.698278785928915e-07,-2.7987118258937784e-07,-1.1699255782636389e-07,3.488937970291647e-08,-1.1366501684133895e-07,-2.533469484617558e-07,-2.9114527285053362e-08,-2.320250290394722e-07,-2.533469484617558e-07,-3.2538454160100956e-07,-2.533469484617558e-07,-2.320250290394722e-07,-2.533469484617558e-07,-3.632151550775045e-07,-2.630126450127517e-07,-2.4841080605921295e-07,-2.77798217383377e-07,-2.0876273481414858e-07,-2.4420417056431803e-07,-1.1699255782636389e-07,-1.961565189622247e-07,-1.0120804829256308e-07,-1.4667956528510774e-07,-1.486177657617169e-07,-2.2276536267540556e-07,-1.6618051127472275e-07,-7.458370143709219e-08,2.7085645488224915e-08,-6.107550478930344e-08,-9.223327900968541e-08,3.557182021660829e-08,-1.310608792921062e-07,-9.223327900968541e-08,-1.4149655083181102e-07,-9.223327900968541e-08,-1.310608792921062e-07,-9.223327900968541e-08,-1.942223121962616e-07,-1.694201294624041e-07,-1.4950966563199515e-07,-1.4376162064330285e-07,-7.588886813078096e-08,-1.2570564980202778e-07,-7.458370143709219e-08,5.727433888244996e-08,6.14522998384583e-08,4.4647827760857455e-08,1.0900750950696118e-07
sub-124,2,-3.499377091629191e-08,-9.298523890166143e-09,6.132053049151805e-08,5.617710278797926e-08,7.341313659349296e-08,1.6631213404886004e-08,7.547876165724573e-08,1.9995371566656043e-08,1.6631213404886004e-08,1.5952465231573347e-08,1.6631213404886004e-08,1.9995371566656043e-08,1.6631213404886004e-08,-4.303648776171162e-09,7.38878460022969e-09,1.7762209301557217e-08,3.553270799407975e-08,4.753494749546099e-09,9.663569841789593e-08,6.132053049151805e-08,-1.5684147700422884e-08,-4.08278865537783e-08,1.1150298849893352e-07,-3.294545100360384e-08,7.858331555491918e-08,7.057157019115844e-08,6.781590910403476e-08,3.9106540562220825e-08,1.353460131693886e-07,1.294276474327289e-07,1.3590492966498114e-07,1.135054448123245e-07,1.294276474327289e-07,1.6060766524178074e-07,1.294276474327289e-07,1.135054448123245e-07,1.294276474327289e-07,1.1079440329289755e-07,7.25423204209869e-08,4.7342174874788414e-08,1.0820380630978693e-07,8.471274178209547e-08,1.9319736960862996e-07,6.781590910403476e-08,1.3317869812670471e-07,6.53242631281e-08,2.0824288190778846e-07,8.706152295297487e-08,3.4595556073680185e-08,4.8045316243957644e-08,1.161324374143346e-08,4.219343159002723e-08,1.625164293647871e-07,6.924275991519344e-08,1.241478352130354e-07,6.785606981255327e-08,6.924275991519344e-08,5.434881836489298e-08,6.924275991519344e-08,6.785606981255327e-08,6.924275991519344e-08,3.3472860208078725e-08,2.2635593779955033e-08,2.5213239343504112e-08,1.0080204734527231e-07,6.263086769059951e-08,1.9547687871600003e-07,1.161324374143346e-08,4.9666120790289775e-09,-2.229897033934966e-08,1.4548686639974479e-07,-4.6898489514615834e-08
sub-124,1,-1.3238184770471008e-07,-1.0144845878078145e-07,-1.9670821111938534e-08,2.108788731545938e-08,-1.1202246781064355e-07,-3.831756225553301e-08,-7.089196183635017e-08,-5.7841635320502704e-08,-3.831756225553301e-08,-2.3652817462482188e-08,-3.831756225553301e-08,-5.7841635320502704e-08,-3.831756225553301e-08,-5.845118716190996e-08,-8.856683320488055e-08,-9.574724689060802e-08,-1.2107742480161099e-07,-5.5078758315279045e-08,-1.467730954790293e-07,-1.9670821111938534e-08,-5.645044725805948e-08,-4.619392173234678e-08,-9.441619562046772e-08,-6.761491403620389e-09,5.393546841157085e-08,3.4334232446988006e-09,8.334343565294097e-08,1.543140624403502e-08,-4.802676435396237e-08,1.285892563876676e-08,1.610286650282341e-08,-6.789073404369549e-08,1.285892563876676e-08,-1.8656054021274985e-08,1.285892563876676e-08,-6.789073404369549e-08,1.285892563876676e-08,8.854901837076287e-08,7.128348989274009e-08,-1.288863097970626e-08,-5.1359899317276104e-08,-1.2430993513236008e-08,-1.0222230521583086e-07,8.334343565294097e-08,8.768843854575571e-08,-5.690270878063887e-09,2.031864224354047e-08,6.897506721692444e-08,8.089122602772327e-08,3.414588680345165e-08,1.0421823760174449e-07,6.221428061435727e-08,-3.0875985600323725e-08,-5.087020423478869e-08,1.27482741000033e-08,-5.2263782993283596e-08,-5.087020423478869e-08,-7.853300484728515e-08,-5.087020423478869e-08,-5.2263782993283596e-08,-5.087020423478869e-08,6.993315852515381e-08,7.848725214798095e-08,-6.166438454411713e-09,-4.3825465979639055e-08,-3.98333404271911e-08,-1.1053937439554283e-07,1.0421823760174449e-07,-5.5677837273531656e-08,-9.182790008823196e-08,-3.7302405651261497e-08,-3.647710786649584e-08
sub-124,3,-3.5710453791863813e-07,-2.1828691683376178e-07,-1.8842134202331377e-07,-8.454421329393577e-08,-2.0717960804851796e-07,-2.6311621812048306e-07,-2.7450718931545715e-07,-1.2850719977148153e-07,-2.6311621812048306e-07,-1.6611232494282847e-07,-2.6311621812048306e-07,-1.2850719977148153e-07,-2.6311621812048306e-07,-2.3248422765846855e-07,-1.748104791000028e-07,-1.0581172806583677e-07,-8.487537076910028e-08,-1.4730628684996526e-07,-2.0649248536904003e-07,-1.8842134202331377e-07,-1.1254417462425976e-07,-1.6851023277931853e-08,-1.5180544891794616e-07,-3.2889544979434506e-08,-4.6393704420091397e-07,-2.176701547655268e-07,-3.00744067199087e-07,-1.1646063716671385e-07,-2.541049704401391e-07,-2.9185892115270905e-07,-3.46435616174825e-07,-8.940891973457741e-08,-2.9185892115270905e-07,-1.4716709117545498e-07,-2.9185892115270905e-07,-8.940891973457741e-08,-2.9185892115270905e-07,-2.55181735130224e-07,-2.4159221215073964e-07,-1.1172771745317844e-07,-4.0002700473873616e-08,-1.8303945678333106e-07,-2.3676035468495417e-07,-3.00744067199087e-07,-2.3516441537699438e-07,-1.9754248092032984e-08,-1.8485726706624985e-07,-6.136808827558425e-08,-3.8012980079027673e-07,-1.5439952317509052e-07,-3.006465968144289e-07,-9.480569438749487e-08,-1.9176708805645064e-07,-2.2388738629243696e-07,-3.0311310263427314e-07,-6.2882655656241e-08,-2.2388738629243696e-07,-9.635861807512699e-08,-2.2388738629243696e-07,-6.2882655656241e-08,-2.2388738629243696e-07,-2.1731572184466714e-07,-2.4426584044756316e-07,-1.1850705032256398e-07,-4.030902161212317e-08,-1.4280941441667156e-07,-1.9668267219482752e-07,-3.006465968144289e-07,-1.4683314516552882e-07,4.332335966043833e-09,-1.1755105506204537e-07,6.221650529446109e-09
sub-124,1,4.8388583088724544e-08,3.912303742421005e-08,1.7056529915107028e-07,6.040930190098097e-09,4.215832744941526e-08,6.65282792590676e-08,8.234171314793145e-08,4.285548734581414e-08,6.65282792590676e-08,6.542443347109631e-08,6.65282792590676e-08,4.285548734581414e-08,6.65282792590676e-08,1.7892015331189833e-07,7.925712531551393e-08,1.1070058852253753e-07,1.5233453091150664e-07,1.220999404909088e-07,2.440487620844592e-07,1.7056529915107028e-07,2.1756226355922312e-07,2.3062491977082034e-08,1.481385202905212e-07,1.3968779502594943e-07,7.045859290004391e-08,2.589869857486057e-08,2.0205741681455365e-07,-1.9647792329868668e-08,7.678832304268231e-08,7.921123432035085e-08,1.534146274415004e-07,5.916605073707525e-08,7.921123432035085e-08,3.500566954486013e-08,7.921123432035085e-08,5.916605073707525e-08,7.921123432035085e-08,1.628347319530932e-07,1.1746286921919575e-07,1.1440446182661682e-07,1.7684524651184807e-07,1.2572170868739058e-07,2.980247130858758e-07,2.0205741681455365e-07,1.467826308884485e-07,-4.982278550204201e-08,9.296219263848456e-08,1.7838548416689742e-08,1.0897298976037955e-07,7.601030566284846e-08,1.6539907166406788e-07,-1.8464779191154682e-08,1.4969270317219835e-07,1.354604394355623e-07,1.9863551834374442e-07,9.14653753536906e-08,1.354604394355623e-07,8.711700518181128e-08,1.354604394355623e-07,9.14653753536906e-08,1.354604394355623e-07,1.8379702537342673e-07,1.1755380020087998e-07,1.0496549204561334e-07,1.7706217957585645e-07,1.6293280073938444e-07,2.8818970836409133e-07,1.6539907166406788e-07,1.9483346475580652e-07,-3.4682059621118204e-08,1.2211411908189711e-07,1.3413222320595214e-08
sub-124,2,-2.189849019944284e-07,-1.3201018072391268e-07,-8.366806476921968e-08,1.3028286833221442e-07,-5.929847885258759e-08,-1.9448506000969108e-07,-8.226655828736887e-08,-1.0527668663641471e-07,-1.9448506000969108e-07,-2.173692195999066e-07,-1.9448506000969108e-07,-1.0527668663641471e-07,-1.9448506000969108e-07,-1.556173679067228e-07,-2.186195444937706e-07,-1.701985633126839e-07,-2.2147026023079755e-07,-1.7883314026320511e-07,-1.8136555536233784e-07,-8.366806476921968e-08,-3.422958489117766e-07,-1.9574138613739902e-07,-2.485193785745263e-07,-3.101814995479336e-07,-2.1143812962589558e-07,-1.073817190237448e-07,-7.409626980966324e-08,1.9645939315665824e-07,-8.430001996676105e-08,-1.6977385128171298e-07,-1.2320560689644527e-07,-8.190181457692849e-08,-1.6977385128171298e-07,-1.6118417998044867e-07,-1.6977385128171298e-07,-8.190181457692849e-08,-1.6977385128171298e-07,-1.2813753279044456e-07,-2.230508098584831e-07,-1.8567373108240736e-07,-2.3080194789168704e-07,-1.8936469828341338e-07,-2.3227194545535048e-07,-7.409626980966324e-08,-2.8955316354539073e-07,-1.1211380595556742e-07,-1.9876897602350873e-07,-2.0780745626760033e-07,-1.518584601874781e-07,-4.068333186969528e-08,-7.814508892903219e-08,1.6633438880105043e-07,-3.055116393270617e-08,-1.8410533905497427e-07,-1.0841835870656153e-07,-8.156229975103156e-08,-1.8410533905497427e-07,-2.178131769179274e-07,-1.8410533905497427e-07,-8.156229975103156e-08,-1.8410533905497427e-07,-1.1612664662137218e-07,-1.9922747029089086e-07,-1.617826296155979e-07,-1.9388373187941152e-07,-1.9178068295187477e-07,-2.2126185126284378e-07,-7.814508892903219e-08,-3.643788266082327e-07,-1.8150415884594422e-07,-2.4460448357794087e-07,-3.129570416795584e-07
sub-124,4,-7.828404007644175e-08,-2.3762519469665454e-08,-8.60217791750323e-08,-4.309180915450725e-08,-5.089555663898712e-08,2.0331796037950564e-08,-4.549459423267265e-08,2.8148242732595636e-08,2.0331796037950564e-08,8.401008200688766e-08,2.0331796037950564e-08,2.8148242732595636e-08,2.0331796037950564e-08,-1.2401505308114467e-07,-2.4245077301834557e-08,-1.7438124945001933e-08,-5.385897913925759e-08,-8.387986261496709e-09,-1.4960039979816316e-08,-8.60217791750323e-08,-4.630758114396143e-09,3.7078244781735814e-08,-8.093191921906939e-09,1.1070950725817677e-07,-8.971383954181303e-09,3.423395749871132e-08,-2.163885292721275e-08,-5.556942635792804e-08,-6.806445443197864e-09,9.722728788669183e-08,1.308786798158927e-08,5.398226482503287e-08,9.722728788669183e-08,1.5358834505119562e-07,9.722728788669183e-08,5.398226482503287e-08,9.722728788669183e-08,-8.063786407605496e-08,5.898083779957774e-08,1.74718138189788e-08,4.7148783581454145e-08,5.3387947962306145e-08,6.538292510332847e-08,-2.163885292721275e-08,1.8355763516946348e-07,1.7249125706232096e-07,1.2966228161696212e-07,2.553776052457703e-07,-9.698434294200407e-08,-4.0586539012471104e-08,1.3498134814424746e-08,-1.9379388159451943e-08,-3.685941732624893e-08,-1.1773675660863927e-08,-1.168170509087087e-08,-2.942988122008216e-08,-1.1773675660863927e-08,-1.0969176114071635e-09,-1.1773675660863927e-08,-2.942988122008216e-08,-1.1773675660863927e-08,-1.6704691641053947e-07,4.220793618020684e-08,1.891358164115672e-08,4.461584415374715e-09,6.19032319077427e-09,5.344958712106876e-08,1.3498134814424746e-08,2.841919880254801e-09,2.0271127745815757e-08,2.6407539772821786e-08,5.777121576706721e-08
sub-124,3,-6.938314004950232e-08,-2.466959648282764e-08,-2.9790519924962143e-08,-3.102935223722183e-08,-2.821104645954675e-08,6.235246442653873e-08,-5.196034577251609e-08,1.966046574286573e-08,6.235246442653873e-08,4.527813375179029e-08,6.235246442653873e-08,1.966046574286573e-08,6.235246442653873e-08,9.552708001513573e-08,2.1100019051066094e-08,4.5642733445118876e-08,6.16260836243865e-08,7.758708444246429e-08,4.448169009247265e-08,-2.9790519924962143e-08,8.986282994999529e-08,2.7671682303482262e-08,2.142976662041887e-09,6.749467316324484e-08,-2.2611596931901037e-07,-1.0091791234060454e-07,-1.2447168908843743e-07,-1.5382089836475585e-08,-6.26485853852803e-08,4.843875510840012e-09,-6.819973267983575e-08,-5.543365528509606e-09,4.843875510840012e-09,-3.3020876636631983e-08,4.843875510840012e-09,-5.543365528509606e-09,4.843875510840012e-09,5.293584964933456e-10,-4.496633169256829e-08,-1.9036217564167412e-08,-3.2473999510486398e-09,8.50843276976831e-09,-4.795248894602339e-08,-1.2447168908843743e-07,-8.180847732622279e-08,-7.696339705369003e-08,-1.1101117228554924e-07,-8.255195143199084e-08,-1.3448589528302922e-07,-5.977112940565374e-08,-7.876755595945137e-08,-7.399390807456191e-09,-5.592944392006796e-09,6.775803265345064e-08,8.538544179206e-09,6.106257261755706e-08,6.775803265345064e-08,8.930975262700381e-08,6.775803265345064e-08,6.106257261755706e-08,6.775803265345064e-08,7.050996492587663e-08,4.3383290152510795e-08,3.002585723400724e-08,3.1067217013885374e-08,4.0422701215321696e-08,-2.9099285892893594e-08,-7.876755595945137e-08,8.978817191138184e-09,-5.041577581439381e-09,-6.804742148093703e-08,6.511341470625295e-08
sub-124,2,1.490562219396829e-07,7.036757624235472e-08,1.995508597753995e-08,-2.0093177513566806e-08,-1.493879180777461e-08,-5.513365944584912e-09,8.291950730307353e-09,-6.009780586921022e-08,-5.513365944584912e-09,-1.0871390221324859e-08,-5.513365944584912e-09,-6.009780586921022e-08,-5.513365944584912e-09,8.800227360535049e-08,-9.19905687665945e-08,-2.6469437672381315e-08,-3.2446380543641376e-08,3.232251937924721e-08,1.4017293561877785e-08,1.995508597753995e-08,8.975604052002315e-08,5.419929419861693e-08,6.751049705653636e-08,2.8655194399341402e-08,3.449646730296872e-08,3.3828359361487876e-08,-1.2582815042145019e-08,4.489598201418264e-08,-5.601977307694477e-08,-7.744281534897045e-08,-5.409301536266884e-08,-7.123631238373655e-08,-7.744281534897045e-08,-6.729683845771614e-08,-7.744281534897045e-08,-7.123631238373655e-08,-7.744281534897045e-08,1.0659011355261404e-08,-1.5690195533136054e-07,-3.658903791201123e-08,-7.492117710860186e-08,-2.889257572707994e-08,-3.3293865908718525e-08,-1.2582815042145019e-08,-3.661908071112393e-08,-1.1551551621232773e-08,-2.647802130199111e-08,-4.1266759455292035e-08,1.279182351173921e-07,8.80297904169664e-08,4.229283356483355e-08,4.006305077381626e-08,-1.2897731518030661e-08,3.176602737205045e-08,-3.8498666443350315e-09,1.432667613409031e-08,3.176602737205045e-08,8.148467885788018e-08,3.176602737205045e-08,1.432667613409031e-08,3.176602737205045e-08,6.516755348835151e-08,-5.18664019425248e-08,9.425462282592835e-09,-8.225095201450577e-09,3.389886921723776e-08,2.5035800502762754e-08,4.229283356483355e-08,1.3279501910285337e-07,1.322616861376233e-07,1.0530642123264236e-07,1.5054010118803228e-07
sub-124,4,8.843827171739486e-09,-8.672843376451067e-09,5.220643695667442e-09,-5.631568040187627e-08,4.817329478587273e-09,3.3079401522533725e-08,4.597874573565991e-08,-1.0655026717763353e-08,3.3079401522533725e-08,8.08000919344025e-09,3.3079401522533725e-08,-1.0655026717763353e-08,3.3079401522533725e-08,3.16478817979478e-08,-5.31082070412932e-09,3.272671207116262e-08,9.107165806197311e-08,5.57601478247291e-08,1.3286152774562896e-07,5.220643695667442e-09,1.1848779675140523e-07,3.908912238477476e-08,1.6937156658444138e-07,7.139411182804495e-08,2.313605069917065e-08,9.10288564097942e-09,-2.455068082865866e-08,-4.4825211980338745e-08,2.5816155696613922e-08,6.10058048118877e-08,6.668982106228863e-08,1.2477368430502655e-08,6.10058048118877e-08,3.642227107493237e-08,6.10058048118877e-08,1.2477368430502655e-08,6.10058048118877e-08,7.197711023868876e-08,7.985418413088667e-09,3.759944374466139e-08,1.5077789365558694e-07,8.632625882130028e-08,1.9148324608756287e-07,-2.455068082865866e-08,1.5799095532386267e-07,2.8501544718275174e-08,1.8866570786077352e-07,7.506959627236176e-08,1.5049515435393322e-07,8.717840292695161e-08,3.633332645204939e-10,-3.0830207985147634e-08,6.736450150877672e-08,1.0248768096579271e-07,9.187938892121362e-08,2.032142982188471e-08,1.0248768096579271e-07,5.817605655735236e-08,1.0248768096579271e-07,2.032142982188471e-08,1.0248768096579271e-07,1.480852640094553e-07,5.0416282424387445e-08,5.7804030761249416e-08,2.3693112922368442e-07,1.5739465679177975e-07,2.638044537001406e-07,3.633332645204939e-10,2.2446080293628178e-07,4.8262063135808825e-08,2.821588425178283e-07,1.237857092784548e-07
sub-124,1,-9.919422591545961e-08,-1.9105561684776e-08,-6.048848758106909e-08,4.355747948988861e-08,8.038384516801904e-08,2.710137033669107e-08,8.864700882359366e-08,4.396117632034683e-08,2.710137033669107e-08,4.801543650612077e-09,2.710137033669107e-08,4.396117632034683e-08,2.710137033669107e-08,5.2330454746805397e-08,8.26321547676988e-08,3.648722687160651e-08,6.732947913151758e-09,3.64823091070123e-08,-7.011078998218977e-08,-6.048848758106909e-08,-2.0174484331567204e-08,-2.999322401037854e-08,-4.772872841022284e-08,3.8728848800716464e-09,-4.090288492490654e-09,8.427514170592131e-08,-4.650577040289286e-09,2.7955400100074795e-08,2.49458558788729e-07,1.576668904597101e-07,2.1795248548067815e-07,1.6158122437436322e-07,1.576668904597101e-07,1.4701406802998584e-07,1.576668904597101e-07,1.6158122437436322e-07,1.576668904597101e-07,2.4971530715959897e-07,2.987511070882458e-07,1.5362308404088793e-07,1.1944711836570788e-07,9.435947780620818e-08,2.1872004964327536e-09,-4.650577040289286e-09,2.059758579316211e-07,1.1723351278151505e-07,6.083444448511081e-08,1.6169631912441684e-07,-5.5714508172288925e-08,4.2570594904162435e-08,-1.3844855790531046e-08,1.4918185926385185e-08,2.209255618829582e-07,6.726081010604413e-08,1.8329368618455538e-07,1.2585674508627238e-07,6.726081010604413e-08,2.6910621927707208e-08,6.726081010604413e-08,1.2585674508627238e-07,6.726081010604413e-08,1.9538175234585498e-07,2.492585480419103e-07,1.3992563323008975e-07,9.968602477220058e-08,6.267449347264699e-08,-3.3800879191364817e-10,-1.3844855790531046e-08,4.0408179862906994e-08,1.635905976914099e-08,-1.8065799381481315e-08,-5.492919316968642e-09
sub-124,4,-1.7299309104718117e-07,-1.384276517457921e-07,-9.76774520768773e-08,3.364034564020912e-08,-9.815395166084259e-08,-1.7551305807049166e-07,-7.580668072841504e-08,-1.1826379728890581e-07,-1.7551305807049166e-07,-2.222423184490276e-07,-1.7551305807049166e-07,-1.1826379728890581e-07,-1.7551305807049166e-07,-2.69795531834177e-07,-1.958187520864711e-07,-1.4963697054595421e-07,-1.8995376075942066e-07,-1.646938834261337e-07,-1.5423301628164558e-07,-9.76774520768773e-08,-2.8960675250348203e-07,-1.2139821387434755e-07,-1.850067840433734e-07,-1.931226219406705e-07,-1.319328630706386e-07,-4.5201654496348025e-08,-1.148040875275098e-07,5.501683524702005e-08,-8.748862002115395e-08,-1.6565924303220854e-08,8.491315093171483e-09,-5.614468794098695e-08,-1.6565924303220854e-08,-3.476743790640056e-08,-1.6565924303220854e-08,-5.614468794098695e-08,-1.6565924303220854e-08,-1.984180367803477e-07,-1.9765335582235927e-07,-1.4079731826968097e-07,-1.8596736261136866e-07,-6.457692961338844e-08,-1.222525249708851e-07,-1.148040875275098e-07,1.2805609380809172e-08,6.970501022046608e-08,-2.4226536732991303e-08,6.95619433859157e-08,-1.5229166739721232e-07,-5.246666616956759e-08,-6.093944537927631e-08,1.2617606820163478e-07,-9.162858370473986e-08,-9.415199646330041e-08,-2.6711645553097467e-08,-7.482435293673505e-08,-9.415199646330041e-08,-8.389280674218047e-08,-9.415199646330041e-08,-7.482435293673505e-08,-9.415199646330041e-08,-2.0492193756410798e-07,-1.7194492203452687e-07,-9.472103007235823e-08,-1.6070697401078728e-07,-8.279189730735015e-08,-8.37278666466769e-08,-6.093944537927631e-08,-8.295616761299857e-08,5.6145497046928875e-08,-1.6245407882181024e-08,-1.511455607883212e-08
sub-124,2,1.416661668485381e-07,2.1254700776292823e-08,-1.0294537796968994e-08,-1.4680695093705005e-07,-6.404441287628073e-08,9.817091749743643e-09,-2.0893949373879203e-08,-8.262072261528447e-08,9.817091749743643e-09,-8.180660044261056e-08,9.817091749743643e-09,-8.262072261528447e-08,9.817091749743643e-09,1.297899362815663e-07,4.495962705053948e-08,-1.2569651013351614e-08,1.0197424484071236e-07,1.1796530605618545e-07,9.082630072143172e-08,-1.0294537796968994e-08,1.337180041994624e-07,-8.64463669533701e-08,9.336894407603754e-08,3.147230598260773e-08,2.73847583941468e-07,6.511874999047152e-08,-2.5626491127623048e-08,-1.6210314601146036e-07,-1.0190537451340389e-07,1.2064034096069205e-07,1.365975471017316e-08,-8.775830934947554e-08,1.2064034096069205e-07,4.984137277764457e-10,1.2064034096069205e-07,-8.775830934947554e-08,1.2064034096069205e-07,2.385479245723372e-07,1.0333717367871158e-07,6.173511508674412e-08,1.7554753189730705e-07,2.503950833427119e-07,1.6639027754061089e-07,-2.5626491127623048e-08,2.8392032331772754e-07,-8.950441512797828e-08,1.7297176226967555e-07,1.2581285772852904e-07,2.2201206859407622e-07,2.080463227647818e-08,-4.652064319369367e-08,-8.851899305100925e-08,-9.948861144783065e-08,9.076193242731737e-08,-2.334819562684282e-08,-1.1786932571475718e-07,9.076193242731737e-08,-3.6527403399670974e-08,9.076193242731737e-08,-1.1786932571475718e-07,9.076193242731737e-08,1.782487376310376e-07,4.639910443483975e-08,2.8180400076360378e-08,1.3521425091834993e-07,2.118870149106901e-07,1.2509087806777248e-07,-4.652064319369367e-08,2.2291657441432879e-07,-1.2575330965504323e-07,1.3193870425397599e-07,5.8468152588231235e-08
sub-124,3,-7.545607495520195e-08,-1.9156426798787102e-08,-7.135521964223198e-08,-4.5183480773368446e-08,6.07407737717182e-08,-4.245477568985731e-08,1.263604655381212e-08,-1.0018283225513915e-09,-4.245477568985731e-08,-9.30895482190688e-08,-4.245477568985731e-08,-1.0018283225513915e-09,-4.245477568985731e-08,-5.623779473410976e-08,-1.0664990272333376e-07,-4.46265496868834e-08,2.5253104676188077e-08,-4.561247639010981e-08,-5.471915111635202e-08,-7.135521964223198e-08,-1.9501591815611455e-07,-9.195883370195946e-08,-1.1318203490879169e-07,-1.7733445608509712e-07,-3.808495576159723e-08,8.039177658561183e-09,-1.1904886807521239e-07,-1.0616305418980438e-07,1.0298395898146806e-07,-2.0125367677435452e-08,2.042509564441114e-08,3.8474664911849157e-08,-2.0125367677435452e-08,-3.937390261892117e-08,-2.0125367677435452e-08,3.8474664911849157e-08,-2.0125367677435452e-08,3.7831040842558386e-08,-1.0440121012958088e-07,-6.731674599091115e-08,1.5098081779887534e-08,-4.9554473520413665e-08,-7.725118851537987e-08,-1.1904886807521239e-07,-1.5161668156483183e-07,-5.0331374033949196e-08,-9.856254523707249e-08,-1.0797471797742228e-07,-5.5645119414647874e-08,-1.656254441030439e-08,-9.335205865912988e-08,-7.38316152401275e-08,1.0387001072831076e-07,-1.0438466997076803e-07,-1.9087783686587234e-08,-2.689431134423953e-08,-1.0438466997076803e-07,-1.3845552169082127e-07,-1.0438466997076803e-07,-2.689431134423953e-08,-1.0438466997076803e-07,-1.2149479671866561e-08,-1.031198100518134e-07,-6.546925860307989e-08,-3.254305640695879e-08,-1.2802173223444592e-07,-1.1242971868749387e-07,-9.335205865912988e-08,-2.6420103137741605e-07,-1.1742340922056023e-07,-1.6956743221429354e-07,-2.5062937650779003e-07
sub-124,1,-6.884497940627281e-08,5.584580085992332e-08,-4.8410414486809304e-08,-3.010030654412778e-08,8.832214953409808e-09,-1.80691139328939e-07,-7.820157633692754e-08,-1.1099376521785537e-07,-1.80691139328939e-07,-2.714814999169258e-07,-1.80691139328939e-07,-1.1099376521785537e-07,-1.80691139328939e-07,-1.0202971078172905e-07,1.5777941390228418e-08,1.584445539460313e-08,2.4409207219333044e-08,-1.246396573676075e-07,5.282573054739007e-08,-4.8410414486809304e-08,-2.867696116611373e-07,-1.4846558791169109e-07,-9.75686853603108e-08,-3.24293610411584e-07,9.956156055075563e-08,2.691926113718558e-07,7.051942113089615e-09,8.429183268943536e-08,1.7605657210070654e-07,-8.288265943155473e-09,5.8248944235317786e-08,2.5513805506730635e-08,-8.288265943155473e-09,-9.970396238392478e-08,-8.288265943155473e-09,2.5513805506730635e-08,-8.288265943155473e-09,-2.4953418749857985e-08,2.0026706938312625e-07,1.5143830752194764e-07,1.7731576982038456e-07,2.435183932422711e-08,1.7475573317312373e-07,7.051942113089615e-09,-2.3035560788838282e-07,-1.0638848368517324e-07,3.822027967938644e-08,-1.7195741646288006e-07,2.998605531523375e-07,3.4052098037900456e-07,9.961289189326858e-08,2.4821034209396512e-08,2.6595458636729814e-07,6.36668548255954e-08,1.0151908151248232e-07,5.5395691245026805e-08,6.36668548255954e-08,2.753756139289404e-08,6.36668548255954e-08,5.5395691245026805e-08,6.36668548255954e-08,1.5740878670185478e-07,2.8673465304344444e-07,1.9717044501496666e-07,3.0817198254674905e-07,1.0291014963067703e-07,2.390451745558686e-07,9.961289189326858e-08,8.564674756073562e-08,7.035945753022425e-08,1.7869148540834189e-07,5.771737099062065e-08
