subject,label,S1_D1_w1,S1_D1_w2,S1_D1_w3,S1_D2_w1,S1_D2_w2,S1_D2_w3,S2_D1_w1,S2_D1_w2,S2_D1_w3,S2_D3_w1,S2_D3_w2,S2_D3_w3,S3_D1_w1,S3_D1_w2,S3_D1_w3,S3_D2_w1,S3_D2_w2,S3_D2_w3,S3_D3_w1,S3_D3_w2,S3_D3_w3,S3_D4_w1,S3_D4_w2,S3_D4_w3,S4_D2_w1,S4_D2_w2,S4_D2_w3,S4_D4_w1,S4_D4_w2,S4_D4_w3,S5_D3_w1,S5_D3_w2,S5_D3_w3,S5_D4_w1,S5_D4_w2,S5_D4_w3,S6_D5_w1,S6_D5_w2,S6_D5_w3,S6_D6_w1,S6_D6_w2,S6_D6_w3,S7_D5_w1,S7_D5_w2,S7_D5_w3,S7_D7_w1,S7_D7_w2,S7_D7_w3,S8_D5_w1,S8_D5_w2,S8_D5_w3,S8_D6_w1,S8_D6_w2,S8_D6_w3,S8_D7_w1,S8_D7_w2,S8_D7_w3,S8_D8_w1,S8_D8_w2,S8_D8_w3,S9_D6_w1,S9_D6_w2,S9_D6_w3,S9_D8_w1,S9_D8_w2,S9_D8_w3,S10_D7_w1,S10_D7_w2,S10_D7_w3,S10_D8_w1,S10_D8_w2,S10_D8_w3
sub-108,4,5.225824158411822e-08,1.4594035323596944e-08,-8.024206885400128e-08,-8.737076359128142e-08,1.4594035323596944e-08,5.9197129001663753e-08,-4.5206353915065665e-09,-5.8291609615644624e-08,-8.887528086801081e-09,-5.2592519455887104e-08,-4.237315126974225e-08,2.366699273673685e-08,8.59615000914174e-08,3.3456829419168184e-09,-9.80164073908322e-08,-4.581713446940406e-08,7.497741934044354e-09,-4.24108562636558e-09,1.7620344888624494e-08,8.4046978385907e-09,4.0246262313250075e-08,5.9118460332287414e-08,3.421422045590819e-08,6.850955765547481e-08,-5.415373897858264e-08,-8.812694542528436e-08,-9.312097703255461e-08,-3.766527114574289e-08,-8.812694542528436e-08,-3.1936712285845586e-08,-9.01927152784342e-08,-1.4130587204533608e-07,-6.338126042214528e-08,-1.5146185771051537e-07,-8.015850881890241e-08,-6.526248646800129e-08,-1.2410328637253547e-08,-1.0178995014432051e-07,-3.3236247073718975e-08,2.2662911682248098e-08,-7.718897551946215e-08,-1.1890007625817557e-07,-7.032620723675452e-08,-6.15481447547764e-08,-9.630178765895048e-08,-5.032844637443616e-08,-4.2317385174046425e-08,-1.3092846289987598e-08,5.731763328116157e-08,7.110980534296384e-09,-6.263624458488204e-08,-2.604774823895893e-08,7.110980534296384e-09,6.551727750488202e-08,-1.3698879189038026e-08,-3.7697747348159625e-08,5.859660019000303e-08,-2.916414438029241e-08,-3.532257736824734e-08,2.905967743801269e-08,7.205681011139098e-08,8.575479963389922e-09,3.7791233018706996e-08,8.196293391063715e-08,1.0682217796488713e-08,-7.178524694874955e-09,3.92345510301577e-08,3.4824420899986644e-08,3.7727333760648254e-08,5.887943447398511e-08,3.8982096791462956e-08,7.88525704670731e-08
sub-108,1,3.7268038849846756e-08,1.929717498641903e-08,-1.776173876483157e-08,-6.392276759235098e-08,1.929717498641903e-08,2.3526541468489945e-08,1.0032055332143737e-08,3.2572777067848785e-09,-4.974168146206659e-08,-2.944914599751637e-08,6.009673570280206e-09,-6.1727866469389105e-09,5.58235244602481e-08,-2.3315077054637128e-08,-1.0437243970147083e-07,-8.395978415739772e-08,5.74776599468482e-09,5.230836473073279e-09,-8.205139668702695e-08,-3.843897455597245e-08,-6.871818694998965e-08,-2.5482393114566966e-08,-4.141252057678322e-08,-7.043271571283266e-08,-1.0719516194155463e-07,-1.0187635143895196e-07,-4.975597138959063e-08,-3.4567423747542575e-08,-1.0187635143895196e-07,-1.0348747313703558e-07,-2.9002900576027068e-08,-9.64542378601788e-08,-1.8717197260424915e-07,-1.4363873572362025e-07,-3.96217895379105e-08,-1.0202956964112728e-07,-8.991837670052663e-08,-1.2365711562392074e-07,-1.4884310829470272e-07,-1.2553337611007845e-07,-8.119938285519158e-08,-1.1404307151250748e-07,-2.1198318761864302e-07,-1.3078554090621418e-07,-2.5916762135344203e-07,-1.8863306091711076e-07,-1.3612648035252794e-07,-1.9234768295702336e-07,-1.042057455510664e-08,-3.000487989929913e-08,1.4460625106891808e-08,1.355900904842985e-08,-3.000487989929913e-08,-1.968789399056624e-08,7.03383336124054e-08,6.947262983863222e-09,-4.195697275387622e-08,5.031712636032313e-09,2.8478066031526473e-08,1.5733209587367933e-08,-1.1568379311174141e-08,-5.732364806200766e-08,-9.243619319295337e-08,-8.186584517484084e-08,-6.503327315843324e-09,-2.0868500883839195e-08,-1.0439518904801585e-07,-3.333458555864608e-08,-1.1805535453612996e-07,-6.425928655151345e-08,-6.265887723333472e-08,-9.009320691011596e-08
sub-108,3,-9.776298895089765e-09,5.370844831668081e-10,-9.99971169721491e-08,-5.402113290295856e-08,5.370844831668081e-10,1.4059700434064554e-08,-1.1078619403606548e-07,-1.9135393044828737e-08,1.7988264336362524e-08,-2.0837797232708703e-09,-4.5152159911559613e-08,-1.973231545692195e-08,9.540702659562152e-10,2.7306492795070898e-08,-3.879213245182821e-08,-9.839861936871764e-09,1.6232778030891185e-08,2.8665095736087314e-08,3.641451630504925e-08,2.8912497444165146e-08,3.835842355371591e-08,3.551262279844455e-08,4.375899296588738e-08,5.12389811609339e-08,-1.2080301177055568e-07,-8.412680443367448e-08,-1.4257312812179469e-07,-6.428225005622958e-08,-8.412680443367448e-08,-7.591157577852343e-08,-2.242813784267218e-07,-1.0030145589897354e-07,-6.608466502726908e-08,-9.299533802883787e-08,-1.1518424261003098e-07,-1.180594796404394e-07,-9.298223723418425e-08,-4.62816422320586e-08,-4.012113086437955e-08,1.187368402115324e-09,-5.825174032482392e-08,-4.5029319041951336e-08,-4.16432085553637e-08,-3.962703695849043e-08,-3.889486397980521e-08,-4.840341712259974e-08,-3.41931019835302e-08,-1.539712645708853e-08,-1.2393591216440073e-07,-8.583936364159654e-08,-1.5102172513859624e-07,-6.097627146320582e-08,-8.583936364159654e-08,-8.444915943409245e-08,-2.0858054093374792e-07,-8.279954530240441e-08,-1.623044175979475e-08,-4.3352159376221295e-08,-9.044520915346349e-08,-8.790772227575873e-08,-8.99714947869964e-08,-3.086203101073312e-08,-5.2966929831729584e-08,-1.1253254358547804e-08,-5.596457665336049e-08,-1.8555088549990458e-08,-2.9487042103287705e-08,-1.157334364961994e-08,3.504198023741888e-09,-4.953348243796076e-09,-2.5811778593479926e-08,5.250155796995541e-09
sub-108,3,-4.206685453287887e-08,-2.1533184063304414e-08,7.977101703900943e-08,2.6167227043036058e-08,-2.1533184063304414e-08,-5.4244739993400776e-08,-1.0797115788963708e-07,-8.64318674808673e-08,-3.350314861731187e-08,-8.829465519724059e-08,-1.4046535165005691e-08,-1.1011409071735969e-07,5.5770236143788435e-09,-3.560189650019763e-08,9.799950470619828e-08,9.515984347556613e-08,-1.9158190592291176e-08,-6.955513194603487e-08,-2.5029843968709054e-08,-3.2815272742199505e-08,-6.538080632307341e-08,-1.826108719934819e-08,-2.265942025708859e-08,-4.682616999020545e-08,-3.161480081858233e-08,-7.190497281685884e-08,9.799028701599116e-08,1.9183068153132687e-08,-7.190497281685884e-08,-1.1433620106422168e-07,-1.2095336215995222e-07,-1.5683660412372055e-07,-1.0864705111173621e-07,-1.6325236285489836e-07,-2.7132327682383526e-08,-1.5928603172989088e-07,-2.8266485269514393e-09,-8.757947915019518e-08,1.3495852723292407e-07,7.203792847635347e-08,-2.7237244941750877e-08,-1.2010790155982842e-07,-5.1955307791130116e-08,-7.188066391422663e-08,-1.5157121603121665e-07,-7.610538846199648e-08,-5.4438393422638236e-08,-1.0071634687552291e-07,-2.547036888430037e-08,-8.53194156385287e-08,1.217898790237889e-07,3.6692518406449225e-08,-8.53194156385287e-08,-1.2853108271079573e-07,-9.168872681241378e-08,-1.4715799399779933e-07,-1.1527127167624633e-07,-1.5043105720958176e-07,-4.0910246924869224e-09,-1.578730880148557e-07,-1.8011640510751653e-08,-1.064019199109264e-07,1.465017955413184e-07,5.0309490342571995e-08,-3.119143348284959e-08,-1.4228739962710778e-07,-6.841030665371613e-08,-8.241561953568679e-08,-1.8174957619261867e-07,-9.953083308737253e-08,-7.54679034301568e-08,-1.1960595406477289e-07
sub-108,1,7.349499561042145e-08,3.604694308884041e-09,-8.285558665902812e-09,-3.1802332012504326e-08,3.604694308884041e-09,1.9802649244675763e-08,4.503594001525884e-09,5.277878051958012e-09,-7.283160707175966e-08,-1.3140844011937038e-08,-2.1361057619927344e-08,6.562831718548949e-08,9.857324532602452e-08,1.0722664405436732e-08,-7.197356826470913e-08,-6.125496680236502e-08,3.6801438083409545e-08,4.8863011554242985e-08,3.764347041181301e-08,1.253096949948981e-08,-3.015165921700699e-08,-3.1168009718863665e-08,3.879251667392795e-08,3.835948619193735e-08,-8.688488348318728e-08,-1.3732294551592814e-07,-6.157770786449491e-08,-4.2339804886383065e-08,-1.3732294551592814e-07,-1.2916730027748875e-07,-9.121441364571625e-08,-1.113517623291404e-07,-2.1035718010367347e-07,-1.4670373732749093e-07,-8.793688632160691e-08,-3.905461917207747e-08,-3.355645257405473e-08,-1.0930059247760394e-07,-8.925389768026877e-08,-7.946003229305071e-08,-7.412546721537333e-08,-7.221788347786268e-08,-1.1203253363985342e-07,-8.885324916139776e-08,-2.125492581946591e-07,-1.9408724910771656e-07,-9.47259484556798e-08,-9.213897866998911e-08,-5.575908121143251e-08,-1.3348347814299572e-07,-4.05832443718976e-08,-3.712536474532838e-08,-1.3348347814299572e-07,-1.194651094796192e-07,-4.8122051778111874e-08,-7.759942126528334e-08,-1.5740594669363932e-07,-1.00217101754361e-07,-6.510195820606475e-08,4.0177244039509694e-10,-2.77798653929011e-08,-9.961852293399083e-08,-4.051335412610064e-08,-6.759085470160137e-08,-5.3940485262362636e-08,-6.511011349241686e-08,-8.347223111234467e-08,-5.82178187399332e-08,-1.7356593085824983e-07,-1.412963734645609e-07,-8.495066975578889e-08,-6.885788524649579e-08
sub-108,2,-1.6921988401335417e-08,-1.2978700069096458e-08,-4.5002410417976785e-08,-2.622035780800592e-08,-1.2978700069096458e-08,2.1804848980904735e-08,-5.5572563510797733e-08,-5.092057935086158e-08,-6.335318389040679e-08,-6.567452108741709e-08,-6.742331782477027e-08,-3.9215441274227925e-08,5.418216420575804e-08,7.49421859005746e-09,-8.919227404430153e-08,-3.6077384265063076e-09,-2.6566119871629433e-08,1.9215548915030274e-08,4.6014502900046356e-08,-1.0477895305766373e-08,3.5580019678261766e-08,-1.689094740686672e-08,3.535068843045321e-08,4.992532867578912e-08,-1.8941797038522162e-07,-1.2251825741635853e-07,-1.0398044625596924e-07,-5.153018554701414e-08,-1.2251825741635853e-07,-8.381962848663535e-08,-1.6024160513205922e-07,-1.266351046375553e-07,-1.1737638478977684e-07,-1.2235220064298662e-07,-1.31518623375825e-07,-1.5821398984270416e-07,-1.1186527398142413e-07,-6.31468678748829e-08,-1.3116212811904636e-07,-5.089271177066966e-09,-1.445905904394242e-07,-3.702466906615099e-08,-1.0062895176788514e-07,-7.585798651743887e-08,-4.316293335585088e-08,-1.1940781090636356e-07,-6.78189451887395e-08,-4.2777259737606825e-08,-1.7336421242566777e-07,-9.504489992226536e-08,-1.1285699301301219e-07,-4.62661821583885e-08,-9.504489992226536e-08,-5.820283398458259e-08,-1.100500888746698e-07,-8.561627691691107e-08,-5.5740626198241857e-08,-6.862622179343117e-08,-1.0575840422117484e-07,-1.0687942970765092e-07,-8.765752747046061e-08,-2.523224450731829e-08,-1.2185720884523016e-07,-6.202087458157677e-10,-1.1319882997494075e-07,3.6076801079722676e-09,-6.539005676566722e-08,-3.907028579784148e-08,3.4095025371928104e-08,-4.6903075886871415e-08,-4.741236678415664e-08,-1.005199596173721e-08
sub-108,4,-5.285967260660955e-09,7.048484740159345e-08,-1.4732742492786728e-08,-3.452936621635722e-08,7.048484740159345e-08,4.535011621346049e-08,1.516050547829145e-08,2.2943387658035273e-08,4.95425144551822e-08,3.043031434675482e-08,-2.2783856933540913e-08,1.831604885296885e-08,-1.207158407898345e-07,-5.120286918631566e-10,-5.8764873463834024e-08,-1.3540132133093261e-08,-5.3943743857250994e-08,-5.673771593130197e-08,-5.7716225506558566e-08,-2.1405972348897117e-08,3.8187425686783435e-08,-3.3742545963809497e-10,-4.717322260808053e-09,-3.582156234459101e-08,-1.8778095211386156e-08,5.538993687823594e-08,5.721295271364483e-09,-1.3253841816517983e-08,5.538993687823594e-08,7.73654424925588e-09,-4.4685940625541244e-08,-1.4568958442253375e-08,6.344563532495365e-10,-1.823421621330496e-08,-5.4089268803016716e-08,-2.3125360417059193e-08,-1.462743056743317e-07,-6.510246520220941e-09,-3.861168567321751e-08,2.205667875460217e-09,-5.925439788770981e-08,-5.657067797143538e-08,-7.577779267383614e-08,-2.8147530754097416e-08,-2.886127354597127e-09,-4.016121938807964e-08,-2.7676696589364555e-08,-6.756504036497102e-08,5.268658053441128e-08,1.0767166429648836e-07,6.54197978393297e-08,2.04649981032008e-09,1.0767166429648836e-07,7.23721422207271e-08,1.745224361029901e-08,6.230438578379751e-08,8.565424776848203e-08,5.3134625840064694e-08,5.538230306332337e-09,2.2845200829948817e-08,-4.238586973962023e-08,4.302504447895476e-08,7.434525098320339e-10,-4.067751533949883e-09,5.359330699091503e-09,2.389783821460344e-08,-2.6159372210658052e-08,2.911332804531273e-08,6.89194992392785e-08,3.3921914697039205e-08,1.1268623503420806e-08,-2.379765768217088e-08
sub-108,4,1.462169911615665e-08,-2.6478899751214263e-08,-3.0278662047985966e-08,-2.480676618251056e-08,-2.6478899751214263e-08,-8.397626431432359e-09,-2.2150229032766503e-08,-1.0872956991689813e-08,2.307558497657941e-08,1.148967457961495e-08,3.0371610205662948e-09,1.768772964855712e-08,2.161617625973642e-09,-2.9553200855304556e-08,-5.910760673410061e-08,-4.01553297275437e-08,-1.9901505798032107e-08,-1.59742076293831e-08,-5.242397079178239e-08,1.603633403302397e-09,2.8606260082016242e-09,3.6582675880779365e-08,-4.82003829341303e-08,-2.7530548737998798e-08,-1.1084205390852686e-08,-5.92865028049464e-08,-8.302636375743726e-09,8.547551220144549e-09,-5.92865028049464e-08,-4.8876448778016317e-08,-4.9842980223543905e-08,-5.3115936311955084e-08,-3.937585704085517e-08,-3.8097188896001676e-08,-5.648470917843773e-11,-1.7747158834749445e-08,-3.3623424690806414e-08,-5.8545110916541544e-08,-5.169202865601778e-08,-1.816239549676824e-08,-4.8683077131527516e-08,-4.974815710120862e-08,-6.130087873028229e-08,-3.523418166955898e-08,-3.7041227873152806e-08,-3.443692634320711e-09,-6.105416616927361e-08,-4.46008938299278e-08,-5.9318614255390915e-08,-1.1236018938066471e-07,-3.8294812999034663e-08,1.604977559091847e-08,-1.1236018938066471e-07,-9.801780512027429e-08,-5.916738007110083e-08,-8.443886621002213e-08,-7.256069705642635e-08,-6.58430081320004e-08,-2.5999033759977324e-08,-3.7348229715318737e-08,-7.454240688844122e-08,-9.811339659878075e-08,-6.92578572031488e-08,-4.1523783536162e-08,-1.0054364793823772e-07,-8.193816202000806e-08,-1.1594871389011167e-07,-6.432487302186873e-08,-9.532499896203554e-08,-5.3251452558286586e-08,-1.0145334518449109e-07,-8.749998791735504e-08
sub-108,2,-4.270037897395943e-08,-9.863486523714967e-08,-9.530446816710182e-09,8.581235664624951e-09,-9.863486523714967e-08,-8.650082959800376e-08,-2.426784324096538e-08,-7.668563144100256e-08,-3.6591503174151474e-08,-3.973430578199978e-08,-2.422791982560886e-08,-2.3074393066753732e-08,1.1633188455621593e-08,-4.046425380175756e-08,4.600992827384496e-08,-8.198482352121335e-09,1.0928937482686588e-08,-2.9676502941826206e-08,5.7549022245994457e-08,-4.8581195917716215e-08,-3.566880212530462e-08,-5.0673173923867564e-09,-1.2547831366830103e-09,-6.2310269580369456e-09,-7.965299728567878e-08,-8.798403989363835e-08,-2.0335685922301208e-08,-4.443787068643514e-08,-8.798403989363835e-08,-7.610243465648436e-08,-2.062735597897667e-08,-7.041803305494585e-08,5.83701605070196e-10,-1.8172062016581125e-08,-3.927741333283938e-08,-2.1783950143033238e-08,-3.294340670373529e-08,-4.157615421192546e-08,2.041765375928429e-08,-4.174339727617363e-08,2.8026143203035917e-08,-2.7120832846830984e-08,4.963116249426291e-08,-5.091661144429595e-08,-1.829928944072925e-08,-1.3717287357861185e-08,-5.53911092524317e-09,-7.849417187757757e-09,-1.2951900828350573e-07,-1.1889905181436941e-07,-1.222565115717388e-08,-4.798336396335194e-08,-1.1889905181436941e-07,-1.1969629220195318e-07,-7.898517665396705e-08,-1.092774789345647e-07,-3.327358428802695e-08,-5.548629498084871e-08,-6.306611406346391e-08,-7.708433319217189e-08,-8.345670119120082e-08,-6.480399244448995e-08,-4.214366835562931e-09,-5.503171573137129e-08,-2.531969576428373e-08,-7.626248175175498e-08,-1.4138527887331302e-08,-8.121484409927358e-08,-3.598185103467448e-08,-3.5981627163676035e-08,-6.001348383542238e-08,-5.187772256930507e-08
sub-108,1,-2.438023488056575e-08,-9.466924835567376e-09,-7.313135773861487e-08,-2.6160265178164876e-08,-9.466924835567376e-09,-3.839432467287888e-08,1.047437517948523e-08,6.795318088392325e-09,-3.347192275879326e-08,-1.8728468609758042e-08,-1.4475062898208874e-09,2.335843127563816e-08,-7.108582463105726e-08,-5.979289614644643e-08,-7.645339677701527e-08,-1.6727074262212143e-08,-3.497304193698424e-08,-7.021644699594195e-08,-1.594422503601796e-08,9.194017107235883e-09,-5.841169182466089e-08,-2.761943667673708e-08,-1.1557801063841619e-08,-2.0784964720503317e-08,-6.856839831191805e-08,-3.2671597493679757e-08,-1.3318224944785735e-07,-7.538487558203462e-08,-3.2671597493679757e-08,-5.975222842015894e-08,-4.3770658508335917e-08,4.583011403917041e-09,-6.104846362823852e-08,-3.879288246014199e-08,-2.0596492613013274e-08,-8.484839140958867e-11,-1.0677283051783395e-07,-1.2631242045906426e-07,-1.533548575194696e-07,-7.991169880469772e-08,-7.61799536601945e-08,-1.091923158956964e-07,-5.338004220540823e-08,-6.122638564448705e-09,-1.0101481448048614e-07,-4.532825467583846e-08,-3.880306536758347e-08,-2.4178137427984096e-08,-1.4269612295761004e-07,-7.822144394524118e-08,-1.1735616294579939e-07,-2.8768663383741553e-08,-7.822144394524118e-08,-9.930318678241839e-08,-1.1958364817525672e-08,-1.6923914541078303e-08,-9.890136712545234e-08,-6.225527511553023e-08,-1.524489637527175e-08,-2.59147328553771e-08,-1.681393013266618e-07,-1.4871151598013036e-07,-1.4794239642733916e-07,-7.206271141495732e-08,-1.1078666065998295e-07,-1.2589058523931076e-07,-9.11728311473668e-08,-4.192605659713238e-08,-1.4330655107967013e-07,-9.702695960233749e-08,-4.7664607062615436e-08,-4.567565240206751e-08
sub-108,3,-1.827075047613011e-07,-1.9980090568573577e-07,2.5951531551727e-08,1.0227373602341406e-07,-1.9980090568573577e-07,-1.9927705925992254e-07,-5.431991878284316e-08,-1.7550497655018747e-07,-2.2029227049265448e-07,-2.245612583698159e-07,-8.098234146506661e-08,-1.7716681046387448e-07,-1.636147552164041e-07,-2.042942754327798e-07,1.239077453155301e-07,1.4390321004125446e-07,-1.3657753013732681e-07,-2.5033246386445724e-07,-1.2990133164523084e-07,-1.2225596790856922e-07,-3.3121434494369756e-07,-2.179488919765871e-07,-8.024898291572119e-08,-1.1685536338817645e-07,-1.6313361600942186e-07,-1.3444510661358386e-07,8.838919199392277e-08,1.2040316180233054e-07,-1.3444510661358386e-07,-1.6626171796421944e-07,-9.559017730336181e-08,-1.3252884302476456e-07,-1.1142999962229046e-07,-1.401564589091874e-07,-5.2745281910050664e-08,-1.363676810820872e-07,-1.6115040551332806e-07,-1.6251890876372208e-07,2.0811616350747538e-07,1.933852212988759e-07,-9.973563777742275e-08,-1.8678345918496276e-07,-1.378074515994401e-07,-7.274384282833647e-08,-2.2077748967774912e-07,-1.330681763788018e-07,-8.281273389419413e-08,-9.664212411637532e-08,-1.55936779070603e-07,-9.629804559967071e-08,8.336654489882874e-08,1.0933724015766776e-07,-9.629804559967071e-08,-1.1698062385426412e-07,-1.013892539509491e-07,-1.1094852042253073e-07,-1.0820329331397195e-07,-1.4035557237983705e-07,-5.095951121376028e-08,-1.4111429051176462e-07,-1.4884113474166553e-07,-1.26437597264351e-07,1.9976138025184046e-07,1.8092399605920292e-07,-8.553315635547691e-08,-1.4452573525364764e-07,-1.5106450732130146e-07,-6.51944386148638e-08,-1.7288560704411007e-07,-1.2902153451523337e-07,-7.110155958385287e-08,-9.659440311705517e-08
sub-109,3,-9.569944074908772e-08,-8.125899653551511e-08,7.096518692779751e-08,1.1788650933246105e-07,-7.006717451207948e-08,-1.3374586071794736e-07,-8.125899653551511e-08,-9.063993642846524e-08,-1.3374586071794736e-07,-1.0043593016763319e-07,-1.3374586071794736e-07,-6.258200637712504e-08,-6.329224836258797e-08,-1.2178962461194053e-07,6.709892604676759e-09,8.741447533392665e-08,-8.221376666494139e-08,-8.941783809202615e-08,-5.2604319649706436e-08,-5.2604319649706436e-08,-8.941783809202615e-08,-4.693615828901176e-08,-8.881493658718154e-09,-5.2604319649706436e-08,-1.0635709341671605e-07,-7.376877124069632e-08,1.0801711254815776e-07,1.7997877692635934e-07,-8.140676166728901e-08,-9.50693190335207e-08,-7.376877124069632e-08,-8.836447476117408e-08,-9.50693190335207e-08,-7.126762426031571e-08,-9.50693190335207e-08,-7.672452240665049e-08,-3.5242599376815174e-08,-6.633110252677772e-08,3.043356048099669e-08,1.1888636092836294e-07,-9.585737236078283e-08,-9.852067305386714e-08,-3.707294134655846e-08,-3.707294134655846e-08,-9.852067305386714e-08,-3.7081107707098476e-08,-2.038812988596115e-09,-3.707294134655846e-08,-6.226493570713198e-08,-6.415845739034342e-08,1.1844883530383799e-07,1.9129039704445321e-07,-6.951918675667488e-08,-9.176644621141836e-08,-6.415845739034342e-08,-6.132101051541671e-08,-9.176644621141836e-08,-5.415575494230618e-08,-9.176644621141836e-08,-6.984931198014605e-08,3.5738123906644247e-09,-7.344561740314889e-08,4.729229692109877e-08,1.088544704785366e-07,-1.1459708329337931e-07,-1.1911200035275828e-07,-3.653045323671424e-08,-3.653045323671424e-08,-1.1911200035275828e-07,-4.716361599647692e-08,-2.1822256921451856e-08,-3.653045323671424e-08
sub-109,1,-1.2006895336265316e-07,-3.4549464029280416e-08,-7.236171257247506e-08,-3.368076516374917e-08,-6.355906931708675e-08,-5.161293155439572e-08,-3.4549464029280416e-08,-1.4193290028118668e-07,-5.161293155439572e-08,-1.0638258274465675e-07,-5.161293155439572e-08,-9.603025918184317e-08,-1.1151535648196405e-07,5.5347276067411006e-09,-1.143027144074025e-07,-6.408684326127585e-08,-1.718688035942974e-08,-8.368937953626451e-08,-1.0324211530014426e-07,-1.0324211530014426e-07,-8.368937953626451e-08,-6.602986195301527e-08,-4.801804932488496e-08,-1.0324211530014426e-07,-1.7017254179718617e-07,-6.18574906729489e-08,-1.2200857413815296e-07,-6.158782737691986e-08,-8.757175770715655e-08,-1.1245064816124392e-07,-6.18574906729489e-08,-1.2135566079923358e-07,-1.1245064816124392e-07,-1.8423923004954294e-08,-1.1245064816124392e-07,-9.814252035060181e-08,-1.2640913925899608e-07,1.7075386838817392e-08,-1.45887518112511e-07,-1.015674861711715e-07,-9.714941268341966e-09,-8.842936968708783e-08,-9.848040597925873e-08,-9.848040597925873e-08,-8.842936968708783e-08,-1.3006746152753545e-08,-5.597851738730287e-08,-9.848040597925873e-08,-1.5908825554700353e-07,-8.25721859468116e-08,-1.2612444452275278e-07,-6.243307736947675e-08,-9.313926701461165e-08,-1.4215242558992528e-07,-8.25721859468116e-08,-8.213898254626815e-08,-1.4215242558992528e-07,2.1532168151060648e-08,-1.4215242558992528e-07,-8.269833220709296e-08,-1.1858716813766177e-07,-2.95628332408093e-08,-1.7229288458927145e-07,-1.223412211914691e-07,-3.643533930266214e-08,-7.450917323269542e-08,-9.957239563183498e-08,-9.957239563183498e-08,-7.450917323269542e-08,1.5829512863604016e-12,-6.967274526275959e-08,-9.957239563183498e-08
sub-109,4,-2.8952640971230396e-08,-5.170589607152882e-08,1.354743854050461e-08,1.638529249089239e-08,-3.247733821722971e-08,-9.601392676310496e-08,-5.170589607152882e-08,-2.1211599080844614e-09,-9.601392676310496e-08,-2.410579827322331e-08,-9.601392676310496e-08,9.647003757850837e-11,-2.1980575640523824e-08,-6.469208865715472e-08,8.904367302374567e-09,4.1704936599257633e-08,-4.552016937499407e-08,4.121460263195009e-08,3.115760409938001e-08,3.115760409938001e-08,4.121460263195009e-08,6.6758357051657465e-09,2.4721373198162666e-08,3.115760409938001e-08,-1.0342718192721657e-07,-8.509677289110528e-08,1.3130218304473473e-08,8.040595077987289e-09,-4.813670180747854e-08,-1.2389911513445847e-07,-8.509677289110528e-08,2.291231644793961e-08,-1.2389911513445847e-07,2.8334898018449492e-08,-1.2389911513445847e-07,1.644709869190584e-08,-7.147141110396553e-08,-9.393875195341213e-08,-4.0707848685164e-08,3.097094327732832e-08,-5.5837329735816914e-08,1.6824509933924825e-08,-3.733613108393785e-09,-3.733613108393785e-09,1.6824509933924825e-08,6.058630622670817e-08,6.628759311188103e-09,-3.733613108393785e-09,-2.0711334115359172e-07,-1.344562011489567e-07,-1.8868967904449113e-08,-1.830757760485327e-08,-7.993013089730365e-08,-1.918316154761006e-07,-1.344562011489567e-07,-1.3570274321972843e-08,-1.918316154761006e-07,1.526763437711262e-08,-1.918316154761006e-07,-1.6903181526947783e-08,-1.4694451954607415e-07,-1.5357471712550239e-07,-1.0437549752278394e-07,1.4997561211338058e-08,-9.043366109511468e-08,-1.0814524022606552e-08,-5.582852818291096e-08,-5.582852818291096e-08,-1.0814524022606552e-08,5.466566624032763e-08,-2.651833928937502e-08,-5.582852818291096e-08
sub-109,2,-8.775971235302175e-08,-7.176702218960368e-08,1.5530665449895254e-08,1.0472379782914242e-08,-2.349292421914825e-08,1.7355618199416762e-08,-7.176702218960368e-08,-3.7603214717389854e-08,1.7355618199416762e-08,-1.8515915813031266e-08,1.7355618199416762e-08,-2.5472877686462714e-08,-4.698900074575611e-08,-6.697244324311758e-08,-1.1307518454617422e-08,1.7184533691822926e-08,-3.902442481059527e-08,-7.359691328533236e-08,-4.0235149876568874e-08,-4.0235149876568874e-08,-7.359691328533236e-08,-2.4369123260271712e-08,-3.469341515203498e-08,-4.0235149876568874e-08,2.364920525523334e-08,8.84644867282717e-10,4.2979770374746604e-08,4.027587051301989e-08,5.5581423802119e-08,9.635542977599239e-08,8.84644867282717e-10,3.6475853770768346e-09,9.635542977599239e-08,4.911162397087484e-09,9.635542977599239e-08,2.5637341059379537e-08,6.130745036202409e-08,4.000710900015135e-08,7.021217304149237e-08,4.2126688711098874e-08,4.8326424089380017e-08,4.611337095010735e-08,5.764186072414068e-08,5.764186072414068e-08,4.611337095010735e-08,2.507553375594292e-09,2.2170906269372052e-08,5.764186072414068e-08,1.1555156071209122e-08,-2.2092361979908716e-08,1.5874961006578245e-08,2.0713795502871424e-08,4.0321560277171846e-08,4.207978137791615e-08,-2.2092361979908716e-08,6.507201904753496e-09,4.207978137791615e-08,2.4639504134999378e-08,4.207978137791615e-08,1.8154859651863e-08,4.900372424757225e-08,-3.7304473640593205e-09,3.954678696909383e-08,1.2586196481852813e-08,1.8107317479903443e-08,1.6886507593461203e-08,4.5981573183280566e-08,4.5981573183280566e-08,1.6886507593461203e-08,2.8909847962026606e-08,3.3260049793478745e-09,4.5981573183280566e-08
